Richmond, BC;CA;49.170029;-123.136833;boat_trip,casinos,culture;richmond_bc
Rimouski, QB;CA;48.448792;-68.523956;culture;rimouski_qb
Rossland, BC;CA;49.08313;-117.802238;culture,food,ski;rossland_bc
Saguenay, QC;CA;48.416752;-71.065727;adventures,culture;saguenay_qc
Sainte-Catherine, ON;CA;46.318359;-72.566322;beach,culture,food;sainte_catherine_on
Saskatoon, SK;CA;52.116791;-106.634521;adventures,culture,food;saskatoon_sk
Sault Ste. Marie, ON;CA;46.516769;-84.333252;casinos,culture,history;sault_ste_marie_on
Sherbrooke, QC;CA;45.400082;-71.899078;culture,food;sherbrooke_qc
Sooke, BC;CA;48.37463;-123.727623;adventures,beach,culture;sooke_bc
St. Johns, NL;CA;47.564941;-52.709309;adventures,culture,history;st_johns_nl
Stratford, ON;CA;43.366791;-80.949722;culture;stratford_on
Stratford, ON;CA;43.366791;-80.949722;culture,food;stratford_on
Summerland, BC;CA;49.59977;-119.669113;adventures,food;summerland_bc
Surrey, BC;CA;49.10635;-122.825089;adventures,beach,casinos;surrey_bc
Thunder Bay, ON;CA;48.400101;-89.316833;culture,history,food;thunder_bay_on
Toronto, ON;CA;43.700111;-79.416298;adventures,culture,food;toronto_on
Trois-Rivieres, QC;CA;46.35006;-72.549118;culture,history;trois_rivieres_qc
Truro, NS;CA;45.366852;-63.265381;adventures,culture;truro_ns
Vancouver, BC;CA;49.24966;-123.119339;adventures,culture;vancouver_bc
Vaughan, ON;CA;43.836102;-79.498268;culture,theme_park;vaughan_on
Vernon, BC;CA;50.258091;-119.269051;food,history;vernon_bc
Victoria, BC;CA;48.432941;-123.369301;adventures,culture,history;victoria_bc
Waterloo, ON;CA;43.466801;-80.516388;adventures,relax;waterloo_on
West Kelowna, BC;CA;49.862499;-119.583328;adventures,food;west_kelowna_bc
Whistler, BC;CA;50.116402;-122.96946;adventures,culture,sports;whistler_bc
Whitehorse, YK;CA;60.71611;-135.053757;adventures,culture,ski;whitehorse_yk
Windsor, ON;CA;42.300079;-83.016541;casinos,culture,history;windsor_on
Winnipeg, MB;CA;49.884399;-97.147041;adventures,culture,history;winnipeg_mb
Yellowknife, NT;CA;62.456001;-114.352547;adventures,culture;yellowknife_nt
