Niteroi;BR;-22.883329;-43.103611;beach,culture;niteroi
Nova Friburgo;BR;-22.28194;-42.531109;adventures;nova_friburgo
Parati;BR;-23.217779;-44.713058;adventures,boat_trip,history;parati
Petropolis;BR;-22.504999;-43.178612;adventures,food,relax;petropolis
Resende;BR;-22.468889;-44.446671;adventures,food,relax;resende
Rio Das Ostras;BR;-22.526939;-41945.0;adventures,beach,culture;rio_das_ostras
Rio de Janeiro;BR;-22.902781;-43.2075;beach,culture,history;rio_de_janeiro
Sao Pedro da Aldeia;BR;-22.83917;-42.102779;beach,history,water_sports;sao_pedro_da_aldeia
Saquarema;BR;-22.92;-42.510281;adventures,beach,culture;saquarema
Teresopolis;BR;-22.41222;-42.965561;adventures,food;teresopolis
Valenca;BR;-22.24556;-43.700279;culture,history;valenca
Aguas de Lindoia;BR;-22.476391;-46.632778;food,relax;aguas_de_lindoia
Aparecida;BR;-22.846939;-45.229721;culture;aparecida
Atibaia;BR;-23.11694;-46.550282;adventures,food;atibaia
Barretos;BR;-20.55722;-48.56778;culture;barretos
Bertioga;BR;-23.854441;-46.138611;adventures,beach,boat_trip;bertioga
Brotas;BR;-22.28417;-48.126671;adventures;brotas
Campinas;BR;-22.90556;-47.060829;adventures,culture;campinas
Campos do Jordao;BR;-22.739441;-45.591389;adventures,culture,food;campos_do_jordao
Cananeia;BR;-25.014721;-47.92667;boat_trip,history,food;cananeia
Caraguatatuba;BR;-23.620279;-45.413059;adventures,beach,food;caraguatatuba
Guaruja;BR;-23.993059;-46.25639;adventures,beach,theme_park;guaruja
Ilhabela;BR;-23.778061;-45.358059;adventures,beach,water_sports;ilhabela
Itanhaem;BR;-24.18306;-46.788891;beach,food,water_sports;itanhaem
Mogi Das Cruzes;BR;-23.522779;-46.188332;adventures,history;mogi_das_cruzes
Peruibe;BR;-24.32;-46.998329;adventures,beach,food;peruibe
Piracaia;BR;-23.05389;-46.358059;adventures,history,food;piracaia
Praia Grande;BR;-24.005831;-46.402779;beach,history;praia_grande
Ribeirao Preto;BR;-21.1775;-47.81028;culture,food;ribeirao_preto
Santos;BR;-23.960831;-46.333611;beach,boat_trip,history;santos
Sao Paulo;BR;-23.547501;-46.636108;culture,food;sao_paulo
Sao Roque;BR;-23.529169;-47.135281;food,history,theme_park;sao_roque
Sao Sebastiao;BR;-23.76;-45.409721;adventures,beach,water_sports;sao_sebastiao
Serra Negra;BR;-22.612221;-46.700562;adventures,culture,food;serra_negra
Sorocaba;BR;-23.501671;-47.458061;adventures,history,theme_park;sorocaba
Ubatuba;BR;-23.433889;-45.07111;adventures,beach;ubatuba
Barbacena;BR;-21.22583;-43.773609;culture;barbacena
Belo Horizonte;BR;-19.92083;-43.937778;culture,food;belo_horizonte
Brumadinho;BR;-20.14333;-44.199718;adventures,culture;brumadinho
Camanducaia;BR;-22.75528;-46.144718;adventures,food;camanducaia
Caxambu;BR;-21.977221;-44.932499;food,theme_park;caxambu
Congonhas;BR;-20.49972;-43.85778;culture,history;congonhas
Diamantina;BR;-18.249439;-43.600281;adventures,culture,history;diamantina
Esmeraldas;BR;-19.762501;-44.313889;adventures,culture,food;esmeraldas
Itapeva;BR;-23.98222;-48.875561;adventures,culture,food;itapeva
Juiz de Fora;BR;-21.76417;-43.350281;culture,food,history;juiz_de_fora
